source_index,target_index,source_entity,target_entity,type,count
C0443246,C1516698,left,collection,modify,4
C0178587,periphery,density,periphery,located_at,4
C0220825,C0333051,evaluation,shift,modify,4
C0205197,C0849355,complete,out,modify,4
C0179740,C0004454,picc,axillary,located_at,5
compromised,C0332306,compromised,quality,modify,4
redemonstration,C0005758,redemonstration,bulla,modify,4
C0547044,C0302908,less,fluid,modify,4
redemonstrated,C0449584,redemonstrated,opacification,modify,4
C0006660,C1260969,calcification,ring,located_at,4
beyond,C0011980,beyond,diaphragm,located_at,4
additional,C0449911,additional,views,modify,4
C0205322,C0009450,persistent,infection,modify,4
C0547044,C0020303,smaller,hydropneumothorax,modify,4
C0205277,lucency,loculated,lucency,modify,4
C0221198,C0817096,lesion,chest,located_at,4
C0185027,apices,overlap,apices,modify,4
beyond,scope,beyond,scope,located_at,4
C0441994,C0178499,lower,base,modify,4
C0750502,C0700148,significant,congestion,modify,4
sided,lead,sided,lead,modify,4
prominent,C0796494,prominent,lobes,located_at,4
redemonstration,C0003842,redemonstration,arteries,modify,4
C0205277,C0700364,loculated,appearance,modify,4
additional,C0449584,additional,opacification,modify,4
C0547044,C0205200,less,confluent,modify,4
C0392747,quadrant,changes,quadrant,located_at,3
C0032854,C0025080,poor,devices,modify,3
C0449579,areas,nodularity,areas,located_at,3
C0032790,C0442800,postoperatively,enlarged,modify,3
C0018800,C0003483,cardiomegaly,aortic,located_at,3
C0449286,C0521530,degree,consolidation,modify,3
C0449719,C0444764,portion,coiled,modify,4
C1705504,C1306645,tip,radiograph,located_at,3
atrioventricular,C0810633,atrioventricular,pacemaker,located_at,6
C0017110,C1522410,gas,apex,located_at,3
C2607943,C0013990,findings,emphysema,suggestive_of,3
C0442808,consolidations,increasing,consolidations,modify,3
C0475311,C0032225,port,pleural,located_at,3
C0449286,C0934502,degree,layering,modify,3
C0018827,C0677535,ventricular,wall,located_at,3
C0449286,C1313915,degree,redundancy,modify,3
C0392756,C0020564,decreased,enlargement,modify,3
C0015252,C0182537,removal,pump,located_at,3
C0442739,C1304890,unchanged,enteric,modify,3
C0456642,C0227952,introducer,sheath,located_at,3
C1514893,blunting,resolution,blunting,located_at,3
C0442808,C0006660,increasing,calcification,modify,3
C0442808,blunting,increasing,blunting,modify,3
C0017446,C0038969,region,suture,located_at,5
C0442800,C0449830,enlarged,configuration,located_at,3
C2349954,ngt,withdrawn,ngt,modify,3
C0032326,C0443315,pneumothorax,subcutaneous,located_at,3
C0429562,C0678594,superimposition,structures,modify,3
expected,C0220784,expected,anatomic,modify,3
expected,C0032790,expected,postoperative,modify,3
filled,C0009368,filled,colon,modify,5
C1547225,C0522510,mild,severity,modify,3
C0392756,C0005847,decreased,vasculature,modify,3
C1708056,C0444764,fiducial,coils,located_at,4
C0020452,C0024109,engorgement,pulmonary,located_at,3
expansion,C0336867,expansion,balloon,located_at,3
C0475210,C0205125,cm,depth,modify,3
C0035139,C0018670,replacements,head,located_at,3
C0442801,prominence,exaggerated,prominence,modify,3
C1705504,C0677535,tip,wall,located_at,3
C0442739,C1139930,unchanged,plate,modify,3
C0034866,C0582103,recommended,examination,modify,3
C0175631,C0027530,visualization,neck,located_at,3
C0521530,peribronchial,consolidation,peribronchial,located_at,3
C0392747,C0443246,changes,left,located_at,6
C0151603,C0677535,anasarca,wall,located_at,3
C0442808,C1265611,increasing,amount,modify,3
C0442800,C0746922,enlarged,nodes,modify,3
C0439064,C0015252,multiple,resections,modify,3
C0038257,C1413046,stent,cava,located_at,3
C1705504,C1696103,tip,image,located_at,3
ap,C0030797,ap,pelvis,modify,3
background,C0029053,background,opacities,modify,3
ap,C0011923,ap,imaging,modify,3
C0038846,C0947630,supine,study,modify,3
C0442808,C1314939,increasing,involvement,modify,3
C0442800,hila,enlarged,hila,located_at,3
C0035561,C0007301,costal,cartilage,located_at,3
azygous,C0796494,azygous,lobe,located_at,3
C0442739,trialysis,unchanged,trialysis,modify,3
C0017110,C0032326,gas,pneumothorax,suggestive_of,3
C0392752,C0577559,localized,mass,modify,3
C1516048,C0024109,assessment,lung,located_at,4
C0442739,stranding,unchanged,stranding,modify,3
C0442800,C4068833,enlarged,vascularity,modify,3
C0032790,C0876954,postoperative,contour,modify,3
C1705504,C0184252,tip,valve,located_at,3
C0034866,C0332523,recommend,retraction,modify,3
C0086296,C0037004,films,shoulder,located_at,3
C0449286,C0035868,degree,rotation,modify,3
C0456389,C0449432,sized,component,modify,3
first,dated,first,dated,modify,3
C0442800,C0929176,enlarged,hilum,modify,3
C0015252,jugular,removal,jugular,located_at,3
C0034866,C0441633,recommended,scan,modify,3
C0449286,C0032326,degree,pneumothorax,modify,3
C0521530,paramediastinal,consolidation,paramediastinal,located_at,3
C0033204,areas,probable,areas,modify,3
background,C0449774,background,pattern,modify,3
C0442739,C1269845,unchanged,hemidiaphragm,modify,3
C0442739,C1265611,unchanged,amount,modify,3
C2607943,C0025066,findings,mediastinum,located_at,3
C0521530,regions,consolidation,regions,located_at,3
C0442808,C0934502,increasing,layering,modify,3
ap,C0220825,ap,evaluated,modify,3
C0521530,periphery,consolidation,periphery,located_at,3
C1514893,C0032320,resolution,pneumoperitoneum,modify,3
C0442800,C4055270,enlarged,cardiothoracic,located_at,3
C0522015,C0231800,upright,expiratory,modify,3
fluffy,C0332448,fluffy,infiltrates,modify,3
C0017110,C0042449,gas,venous,located_at,3
C0175631,C0005847,visualization,vasculature,located_at,3
C0449579,C0178499,nodularity,base,located_at,3
C1708612,C0876954,knob,contour,modify,3
C0442800,C0019270,enlarging,hernia,modify,3
C1705504,probe,tip,probe,located_at,3
C0442800,C0013604,enlarged,edema,modify,3
better,C1550452,better,definition,modify,3
C0449445,C0042449,approach,venous,modify,6
C0038638,C0694637,suction,nasogastric,modify,5
C0015252,C0475311,removal,port,located_at,3
C0442739,areas,unchanged,areas,modify,3
C0017446,C0023884,area,liver,located_at,3
C0442808,C0332464,increasing,widening,modify,3
C0449445,C0032225,approach,pleural,located_at,3
C0442808,C0449468,increasing,volumes,modify,3
C0035139,C0022742,replacement,knee,located_at,3
C0442739,jugular,unchanged,jugular,modify,3
appropriate,C0456389,appropriate,size,modify,3
C1705504,C0521440,tip,epigastric,located_at,3
C0449719,C0014876,portion,esophagus,located_at,3
appropriate,C0450429,appropriate,location,modify,3
bibasilar,consolidative,bibasilar,consolidative,located_at,3
C0392747,aeration,change,aeration,modify,3
C0442808,C0238767,increasing,bilateral,modify,3
C0086296,C0282443,films,review,located_at,3
C0442808,C0205132,increasing,lines,modify,3
C0032326,C0582103,pneumothorax,examination,located_at,3
C0017110,C0325079,gas,fossa,located_at,3
C0449584,C0439688,opacification,atelectatic,suggestive_of,3
associated,C3668885,associated,cuffing,modify,3
C1516698,C0332469,collection,fissure,located_at,3
C0443157,C0005847,bony,vasculature,modify,3
C1710706,C0001861,zone,air,located_at,3
first,C0005978,first,wire,modify,3
C0442822,C0025062,trace,pneumomediastinum,modify,3
C1547225,silhouetting,mild,silhouetting,modify,3
C1514893,C0302908,resolution,fluid,located_at,3
C1705504,midtrachea,tip,midtrachea,located_at,3
C1710706,C0332620,zone,redistribution,located_at,3
C0442739,cvc,unchanged,cvc,modify,3
C1705504,outflow,tip,outflow,located_at,3
C0456389,C0934569,size,hemithorax,located_at,3
C0449584,suprahilar,opacification,suprahilar,located_at,3
C0168634,C0392747,baseline,changes,modify,3
C0475210,C1522410,cm,apex,located_at,3
C0521530,bibasal,consolidation,bibasal,located_at,3
C0442822,C0332523,trace,retraction,modify,3
C0017446,C0032225,area,pleural,located_at,3
C0392747,C1269845,changes,hemidiaphragm,located_at,3
C0035139,C0175649,replacement,prosthesis,modify,3
C0392756,C0522510,decrease,severity,modify,3
filled,C0181687,filled,loops,modify,3
C0038969,C0205090,suture,right,located_at,3
C0442797,aeration,decreasing,aeration,modify,3
C0449584,C0205112,opacification,basal,located_at,3
C0392756,C0582103,decreased,exam,modify,3
C1516698,C0205111,collection,apical,located_at,3
bibasilar,retrocardiac,bibasilar,retrocardiac,modify,6
C0168634,C0449774,baseline,pattern,modify,3
C0175631,C0029053,visualization,opacities,modify,3
filled,C1883067,filled,space,modify,3
better,C4684445,better,delineated,modify,3
beyond,coursing,beyond,coursing,modify,5
C0442808,C0037088,increasing,signs,modify,3
C0038293,C0180499,sternal,drains,located_at,4
C0449432,C0013687,component,effusion,suggestive_of,5
apices,C0449432,apices,components,located_at,3
C0442797,C0032319,decreasing,pneumopericardium,modify,3
C0019270,C0178499,hernia,base,located_at,3
associated,retrocardiac,associated,retrocardiac,located_at,3
C0020564,C0020564,enlargement,enlargement,suggestive_of,3
C0442800,C0332554,enlarged,shadow,modify,3
appearing,C0013604,appearing,edema,modify,3
artifactual,C0032326,artifactual,pneumothorax,modify,3
C0449584,regions,opacification,regions,located_at,3
four,C0180499,four,drains,modify,3
artifactual,C0178587,artifactual,density,modify,3
C0018800,C0020538,cardiomegaly,hypertension,suggestive_of,3
C0015252,C0185792,removal,sternotomy,located_at,3
C1705504,C0929176,tip,hilum,located_at,4
C0449432,C0205100,component,peripheral,located_at,6
C1883067,C0032326,space,pneumothorax,located_at,3
C0038969,C0817096,sutures,thorax,located_at,3
C1516698,C1269845,collection,hemidiaphragm,located_at,3
C1997138,costophrenic,blunted,costophrenic,located_at,3
C0032790,C1523994,postoperative,hardware,modify,3
C0449584,C0025066,opacification,mediastinum,located_at,3
C1705504,C0205150,tip,hilar,located_at,3
C0392756,silhouette,decreased,silhouette,modify,3
C0392747,C0700198,changes,aspiration,suggestive_of,4
bibasilar,compressive,bibasilar,compressive,located_at,3
associated,C0175722,associated,clips,modify,3
C0392747,hila,changes,hila,located_at,3
C1707455,C0184511,comparison,improved,modify,3
biapical,airspace,biapical,airspace,modify,3
C1997138,C0205400,blunted,thickening,suggestive_of,3
C1705504,entirety,tip,entirety,located_at,3
C0175566,C0039991,open,thoracotomy,modify,3
C0392756,consolidations,decreased,consolidations,modify,3
C1705504,ge,tip,ge,located_at,3
C0019080,C0017446,hematoma,area,located_at,3
C0456389,C0019270,sized,hernia,modify,3
C0032790,C0449830,postoperative,configuration,modify,3
C0442800,C0037993,enlarged,spleen,modify,3
C0017446,C0003873,region,ra,located_at,3
C1547225,blurring,mild,blurring,modify,3
appearing,C0205132,appearing,line,modify,3
fairly,C0205219,fairly,diffuse,modify,3
C0020449,C0796494,hyperinflation,lobe,located_at,3
appearing,C0085590,appearing,catheter,modify,3
C1883067,areas,space,areas,located_at,3
based,C0178587,based,densities,modify,3
C0449438,C0021102,status,placement,modify,3
C0456389,C0205400,size,thickening,modify,3
C0018800,C1707455,cardiomegaly,comparison,located_at,3
C0019080,C0012634,hematoma,disease,suggestive_of,3
C0038969,C0018787,sutures,heart,located_at,3
C0443196,C0220825,definitive,evaluation,modify,3
bibasilar,confluence,bibasilar,confluence,located_at,4
C1547307,C0444930,satisfactory,ending,modify,3
C0442739,masses,unchanged,masses,modify,3
C0392756,confluence,decreased,confluence,modify,3
C0449584,C0449584,opacification,opacification,located_at,3
free,C0332448,free,infiltrates,modify,3
C0442808,C0332448,increasing,infiltrate,modify,3
C1547225,C0036429,mild,sclerosis,modify,3
excluded,C1306645,excluded,radiographs,located_at,3
C0441994,C0205095,lower,back,modify,5
C0036974,C1522010,collapse,lobar,located_at,4
C1547011,C0003483,aspect,aorta,located_at,3
C0441994,C0441889,lower,level,modify,3
C0017596,C0449584,glass,opacification,modify,3
C0521116,C0444706,currently,measures,modify,3
C0017596,C0024109,glass,lungs,located_at,3
C0443246,C0733755,left-sided,positioning,modify,3
C0439794,C0347997,dense,objects,modify,3
C0439794,C0333482,densely,atherosclerotic,modify,3
concerning,C0521530,concerning,consolidation,suggestive_of,3
C3714811,C0012359,resolved,distention,modify,3
C0441994,C0733755,lower,position,modify,3
concerning,C0009450,concerning,infectious,suggestive_of,3
C0443246,C0596790,left,interstitial,modify,3
C0443246,C0592511,left-sided,epidural,modify,3
defined,C1269845,defined,hemidiaphragm,modify,3
C3668885,C0677535,cuffing,wall,located_at,3
C3668885,C0205039,cuffing,bronchial,located_at,3
C0016169,C0032225,fistula,pleural,located_at,3
definite,C0001861,definite,air,modify,3
C0439794,C0036429,dense,sclerosis,modify,3
definite,C0012634,definite,disease,modify,3
C0018670,C0816839,head,glenoid,located_at,3
C0520453,C0225594,cannula,carina,located_at,3
C0442145,C0017446,paraspinal,region,located_at,3
confluence,C0445456,confluence,brachial,located_at,3
C0444598,C0023928,middle,lobectomy,modify,3
C0033204,C0019270,probable,hernia,modify,3
accentuated,prominence,accentuated,prominence,modify,3
C0439794,silhouette,dense,silhouette,modify,3
C0042449,svc,vein,svc,located_at,3
C0016203,C0018670,flattening,head,located_at,3
confluence,C1710706,confluence,zone,located_at,3
dated,C0086296,dated,film,modify,3
C0036974,C0018670,collapse,heads,located_at,3
C0444598,C0027530,mid,neck,modify,3
C0443246,C1522010,left,lobar,modify,3
C0443246,C1521738,left,field,modify,3
C0439794,areas,dense,areas,modify,3
accentuating,silhouette,accentuating,silhouette,modify,3
dated,C0582103,dated,examination,modify,3
accentuation,C0005847,accentuation,vasculature,modify,3
C0449774,prominence,pattern,prominence,modify,4
C3714811,C1272706,resolved,interval,modify,6
dated,ct,dated,ct,modify,4
C0441994,C0175730,lower,tube,modify,3
C0033204,C0175730,probable,tube,modify,3
C1547011,C0000726,aspect,abdomen,located_at,3
C1522619,C0175730,esophageal,tube,modify,6
C0443246,C0577559,left-sided,mass,modify,3
compressive,C0700198,compressive,aspiration,modify,3
compressive,C0009450,compressive,infection,modify,3
clear,apices,clear,apices,modify,3
definite,C0497156,definite,adenopathy,modify,3
C0444706,C0332464,measuring,widening,modify,3
definite,C0700148,definite,congestion,modify,3
definite,areas,definite,areas,modify,3
C0439792,C0521530,extent,consolidation,modify,3
C0443246,C0442143,left,paratracheal,modify,3
C0450123,C0040811,tracheobronchial,tree,located_at,4
C1522410,C1269845,apex,hemidiaphragm,located_at,3
C0439792,C0444598,extending,middle,modify,3
C0439792,C0392747,extent,changed,modify,3
clear,C0205132,clear,line,modify,3
aerated,C0178499,aerated,base,located_at,3
C1609982,C0017446,residual,area,modify,3
C0019664,cabg,history,cabg,modify,3
C0443246,C0392756,left-sided,decrease,modify,4
C0444706,C1444754,measuring,length,modify,3
clear,C0032225,clear,pleural,modify,3
C0444706,C1705504,measuring,tip,modify,3
C0442143,C0025066,paratracheal,mediastinal,located_at,3
demonstrated,C0008767,demonstrated,scarring,modify,3
C0439792,C0175730ng,extending,ng tube,modify,3
C0085590,C0184165,catheter,tubing,located_at,5
C0444706,C1883067,measures,space,located_at,3
additional,leads,additional,leads,modify,3
C0016658,C0016658,fracture,fracture,located_at,3
C0042449,C0015357,venous,ecmo,modify,3
C0444598,bibasilar,mid,bibasilar,modify,3
C0444598,C0589488,mid,subclavian,modify,3
C0035868,C0347997,rotation,artifact,modify,4
C1547011,C0178499,aspect,base,located_at,3
C0443246,C0556030,left,repositioned,modify,3
C1609982,C0025062,residual,pneumomediastinum,modify,3
C0441994,hemithoraces,lower,hemithoraces,modify,3
coarsened,C0029053,coarsened,opacities,modify,3
C3495140,cavoatrial,port-a-cath,cavoatrial,located_at,3
additional,C0392756,additional,decrease,modify,3
C0016658,C0013769,fracture,elbow,located_at,3
definite,C0032285,definite,pneumonia,modify,3
C0443246,C0522501,left,markings,modify,6
C0441994,third,lower,third,modify,3
C0037088,C0009450,signs,infection,suggestive_of,3
C0021102,C0182537,placement,pump,located_at,3
definite,C0205217,definite,increased,modify,3
C0449774,C1521738,pattern,field,located_at,3
C0443246,C0449468,left-sided,volume,modify,3
C0443246,C0444914,left,dome,modify,3
C0439792,C1696103,extending,image,modify,3
C0033204,C0016658,probable,fractures,modify,3
C0449774,C1184146,pattern,basilar,located_at,3
C0439801,C0000768,limitations,abnormalities,modify,3
C0016538,confluence,projection,confluence,located_at,3
C3714811,indistinctness,resolved,indistinctness,modify,3
contrast,C0009368,contrast,colon,located_at,3
C0439833,C0184511,gradual,improvement,modify,3
coursing,C0444930,coursing,end,modify,3
C4068863,C0876954,tortuous,contour,modify,3
C0443246,pa,left,pa,modify,3
C0443288,cardiomediastinal,limitation,cardiomediastinal,located_at,3
crescentic,C0013687,crescentic,effusion,modify,3
C0520510,C0030705,material,patient,located_at,3
C0441889,C0014876,level,esophagus,located_at,3
C0443288,hila,limitation,hila,located_at,3
C0080103,elongation,relative,elongation,modify,3
C0520510,apices,material,apices,located_at,3
C0020303,C0017446,hydropneumothorax,region,located_at,3
C0520510,C0027530,material,neck,located_at,3
C1609982,C0456389,residual,size,modify,3
C0441889,C0021853,levels,bowel,located_at,3
C5447266,C0179740,curled,picc,modify,5
conspicuity,C0005847,conspicuity,vasculature,located_at,3
consolidative,areas,consolidative,areas,modify,3
C0443246,leads,left,leads,modify,3
C0020164,C0816839,humerus,glenoid,located_at,3
C0449911,C0008913,views,clavicle,located_at,3
consolidations,pneumothoraces,consolidations,pneumothoraces,located_at,3
C5453015,C0035561,posttraumatic,rib,modify,3
C4068863,C0003842,tortuous,artery,modify,3
C0439833,C0242656,gradual,progression,modify,3
C4068863,C1708612,tortuous,knob,modify,3
coursing,C0085590,coursing,catheter,modify,3
C1609982,C1517945,residual,loss,modify,3
C0036429,C0816839,sclerosis,glenoid,located_at,3
C0441478,C0179740,advancement,picc,modify,3
C0441107,C0817096,cuff,chest,located_at,3
convexity,C0017446,convexity,region,located_at,3
C4299032,C1696103,portable,image,modify,3
C0018188,C1547011,granulomas,aspect,located_at,3
C1609982,C0700148,residual,congestion,modify,3
C0439855,C0349590,complex,nature,modify,3
C1609982,C0522501,residual,markings,modify,4
C1609982,C1516698,residual,collection,modify,3
convexity,C0003483,convexity,aorta,located_at,3
contrast,quadrant,contrast,quadrant,located_at,3
C0443286,C0934569,reaction,hemithorax,located_at,3
C0520510,C0242821,material,bodies,located_at,3
C4299032,C0016538,portable,projection,modify,3
C0443246,pleurx,left,pleurx,modify,3
contrast,C0582103,contrast,examination,modify,3
C0520510,C0929176,material,hilum,located_at,3
C0016538,C0085590,projected,catheter,modify,4
C0443246,periphery,left,periphery,modify,3
contrast,C0022646,contrast,kidneys,located_at,3
C0520510,C0230185,material,epigastrium,located_at,3
C0439833,C0392756,gradual,decrease,modify,3
C4085887,C0085590,ivc,catheter,modify,6
C0080103,paucity,relative,paucity,modify,3
C0439801,C0004048,limited,inspiration,modify,3
C0449911,C0016068,views,fibula,located_at,3
C3887511,C0233494,evidence,tension,suggestive_of,3
C0441987,C0032225,side,pleural,modify,3
curvilinear,C0205154,curvilinear,edge,modify,3
C1523994,C0021102,hardware,placement,located_at,3
C0439801,C0392756,limited,decrease,modify,3
considerable,C1265611,considerable,amount,modify,3
C0036429,C0022417,sclerosis,joint,located_at,3
abutting,C1705504,abutting,tip,modify,3
curvilinear,C0449584,curvilinear,opacification,modify,3
curvilinear,C0449830,curvilinear,configuration,modify,3
C3887511,C0185792,evidence,sternotomy,modify,3
C0521097,C0013687,cleared,effusion,modify,3
C3887511,C0043240,evidence,repair,modify,3
C0032790,C0013604,postoperative,edema,modify,3
C0021102,C0013819,placement,eeg,located_at,3
curvilinear,areas,curvilinear,areas,modify,3
C0443246,areas,left-sided,areas,modify,3
C0085590,C0013687,catheter,effusion,located_at,3
C0521097,C0032326,cleared,pneumothorax,modify,3
C0443246,apically,left,apically,modify,3
C1523994,C0017446,hardware,region,located_at,3
C0443246,aeration,left,aeration,modify,4
C0085590,C0005978,catheter,wire,located_at,3
C0016538,C0016538,projection,projection,modify,3
C0016538,C1269845,projection,hemidiaphragm,located_at,3
C0443299,C1704258,discrete,abnormality,modify,3
C1609982,prominence,residual,prominence,modify,3
C0439801,norm,limits,norm,located_at,3
C0441889,C0678594,level,structure,located_at,3
C1696103,C0817096,image,chest,located_at,3
C0020164,C0337141,humeral,shaft,located_at,5
ct,C0000726,ct,abdomen,located_at,4
C4055506,C0302908,accumulation,fluid,located_at,4
C0520510,midlung,material,midlung,located_at,3
C1523994,C0024109,hardware,lung,located_at,3
C5570774,curvature,rightward,curvature,modify,3
C0443315,C0444099,subcutaneous,skin,modify,3
C0441889,mainstem,level,mainstem,located_at,3
C5570969,C0180307,transcutaneous,defibrillator,modify,3
C4055270,silhouette,cardiothoracic,silhouette,modify,3
C5686136,C0003842,intercostal,artery,located_at,3
curvature,C0036439,curvature,scoliosis,suggestive_of,3
curvature,C0450219,curvature,thoracolumbar,located_at,3
C0441889,site,levels,site,located_at,3
C1523994,C0025066,hardware,mediastinal,located_at,3
C0085198,C0817096,esophagectomy,chest,located_at,3
C0443246,C0005978,left,wires,modify,3
C0445022,C0175730,loop,tube,located_at,3
C0016658,processes,fractures,processes,located_at,3
C0015302,C0262950,osteophytes,bones,located_at,3
C0442739,C0243111,unchanged,apparatus,modify,3
C0020303,ct,hydropneumothorax,ct,located_at,3
C0443246,C0028259,left,nodules,modify,5
C2698651,C0450429,optimal,location,modify,3
C1517945,C0242821,loss,body,located_at,3
C0450429,C0205132,location,line,located_at,3
C2698651,C0220825,optimal,evaluation,modify,3
distinct,margins,distinct,margins,modify,3
C1550311,C0017446,subphrenic,region,located_at,3
dramatic,C0392747,dramatic,change,modify,3
C0040300,C0004454,tissue,axilla,located_at,4
C0439639,C0029053,wedge,opacities,modify,3
dramatic,C1550003,dramatic,clearing,modify,3
C0442739,C0332448,unchanged,infiltrates,modify,3
C0442739,C0332461,unchanged,plaque,modify,3
C0032326,C1521738,pneumothorax,field,located_at,3
dual,C0018787,dual,cardiac,modify,3
C0521530,C0262950,consolidation,bones,located_at,3
C0442739,C0332482,unchanged,distortion,modify,3
C0015302,C0022417,osteophytosis,joint,located_at,3
C0016658,site,fracture,site,located_at,3
C0442739,C0332554,unchanged,shadow,modify,3
C0439650,C0003842,fullness,artery,suggestive_of,3
C1705504,C0035561,tip,rib,located_at,3
aerated,C0933845,aerated,parenchyma,modify,3
C0439650,C0013604,fullness,edema,suggestive_of,3
bore,C0520453,bore,cannula,modify,3
convexity,C0040300,convexity,tissue,located_at,3
directed,C0520453,directed,cannula,modify,3
C0449774,C0020564,pattern,enlargement,modify,3
C0016658,midportion,fracture,midportion,located_at,3
C1609982,C0001861,residual,air,modify,3
C0444930,C1705504,ending,tip,modify,4
C0444930,svc,ending,svc,located_at,3
C1550452,margins,definition,margins,located_at,3
C0017446,C0557702,region,window,located_at,3
directed,tips,directed,tips,modify,3
C0439650,C0557702,fullness,window,located_at,3
C0439650,C0497156,fullness,lymphadenopathy,suggestive_of,3
C0040300,C0180499,tissue,drains,located_at,6
borders,C0024109,borders,lung,located_at,3
C1517945,C0817096,loss,chest,located_at,3
C0443246,C0036033,left,sacrum,modify,3
C0442739,C0190112,unchanged,valvuloplasty,modify,3
discontinuity,C0025066,discontinuity,mediastinal,located_at,3
blurring,C0522501,blurring,markings,located_at,3
C0442739,C0205284,unchanged,border,modify,3
C0016658,ninth,fracture,ninth,located_at,3
C1705504,C0032225,tip,pleural,located_at,3
C1517945,C0521530,loss,consolidation,modify,3
C0439064,regions,multiple,regions,modify,3
C0521530,C0332448,consolidation,infiltrate,suggestive_of,3
C1705504,C0036277,tip,scapula,located_at,3
C1517945,C0007301,loss,cartilage,located_at,3
C2607943,C0443157,findings,bony,located_at,3
C0038257,C0445456,stents,brachial,located_at,3
ett,mainstem,ett,mainstem,located_at,3
ett,probe,ett,probe,modify,3
C0018787,valvular,cardiac,valvular,modify,3
C0038257,C0446516,stent,arm,located_at,3
C0442739,C0497156,unchanged,adenopathy,modify,3
C1547225,C0302908,mild,fluid,modify,3
bilaterally,indistinctness,bilaterally,indistinctness,modify,3
C0019409,C0013604,heterogeneous,edema,modify,3
C1550003,C0012634,clearing,disease,modify,3
exact,C0733755,exact,position,modify,3
C0443246,C0007272,left,carotid,modify,3
bilaterally,C4068833,bilaterally,vascularity,modify,3
C0450429,perihilar,location,perihilar,located_at,3
anteriorly,silhouette,anteriorly,silhouette,located_at,3
C0017110,C0031153,gas,peritoneal,located_at,3
C0086296,C0004048,films,inspiration,located_at,5
C2607943,C0032225,findings,pleural,located_at,3
excluded,C0205143,excluded,angle,modify,3
ett,C0225594,ett,carina,located_at,3
ett,C0175730,ett,tube,located_at,3
ett,C0040578,ett,trachea,located_at,3
C1547225,C0205322,mild,persistent,modify,3
C0085590,atriocaval,catheter,atriocaval,located_at,3
C0040300,C0000726,tissues,abdomen,located_at,3
C2607943,C0947630,findings,study,located_at,3
C0085590,caval,catheter,caval,located_at,3
C0439064,C2745888,multiple,markers,modify,3
C0439064,C1523994,multiple,hardware,modify,3
C0442739,C0347997,unchanged,object,modify,3
C0017446,C0230467,region,arch,located_at,3
C2607943,C0929176,findings,hilum,located_at,3
C0439064,C0876954,multiple,contours,modify,3
C0521530,C0441994,consolidation,lower,located_at,3
essentially,C0013687,essentially,effusion,modify,3
aneurysm,C0003842,aneurysm,artery,located_at,3
essentially,C0205197,essentially,complete,modify,3
C0439064,C0522501,multiple,markings,modify,3
blunting,C0015302,blunting,osteophytosis,suggestive_of,3
C0038257,C0184252,stent,valve,located_at,3
et,C1705504,et,tip,modify,5
almost,C0449584,almost,opacification,modify,3
blunting,C0009450,blunting,infection,suggestive_of,3
ett,C0006255,ett,bronchus,located_at,3
C0038257,C0205284,stents,margin,located_at,3
C2607943,C0521530,findings,consolidation,suggestive_of,3
ett,C0021925,ett,intubation,located_at,3
C0442739,C0180307,unchanged,defibrillator,modify,3
C0439650,regions,fullness,regions,located_at,3
C1517945,C1550452,loss,definition,modify,3
C0439742,C0015733,scattered,feces,modify,3
C0439751,C0449719,entire,portion,modify,3
C0444764,C0021102,coil,placement,located_at,4
C0442739,C0017110,unchanged,gas,modify,3
described,C0178587,described,density,modify,3
C0016658,C0242821,fracture,body,located_at,3
described,C0205132,described,lines,modify,3
C1705504,C0003873,tip,ra,located_at,3
described,C0521530,described,consolidation,modify,3
C0032326,retrocardiac,pneumothorax,retrocardiac,located_at,3
C0444764,C0024109,coils,lung,located_at,3
described,C1521721,described,support,modify,3
C0033204,C0332462,probable,fold,modify,3
C0443246,C0205132pic,left,pic line,modify,3
described,blunting,described,blunting,modify,3
C0032326,pulmonic,pneumothorax,pulmonic,located_at,3
described,lucency,described,lucency,modify,3
C0442739,C0019123,unchanged,hemothorax,modify,3
C0037775,C0013604,distribution,edema,suggestive_of,3
aeration,C0521530,aeration,consolidation,suggestive_of,3
C0017446,C4085887,region,ivc,located_at,3
detail,C0443157,detail,bony,located_at,3
developing,C0004144,developing,atelectasis,modify,3
C0085590,C0444598,catheter,mid,located_at,3
C0443246,C0205217,left,increased,modify,6
cardiophrenic,C0017446,cardiophrenic,region,located_at,3
C0443246,C0205358,left,soft,modify,3
C0444764,C0007272,coils,carotid,located_at,3
C0037088,C0205217,finding,increased,modify,6
aerated,C0934569,aerated,hemithorax,modify,3
C3470541,C0013812,pacer,electrode,located_at,3
chain,C0524724,chain,staples,located_at,3
C0035561,C0876954,rib,contours,located_at,3
C1547011,C1696103,aspect,image,located_at,3
C0032790,C0030705,postoperative,patient,modify,3
C0439792,C0001861,extending,air,modify,3
centrally,C4068833,centrally,vascularity,modify,3
C0443246,C0225594,left,carina,modify,3
C2986473,leads,metallic,leads,modify,3
demonstrated,blunting,demonstrated,blunting,modify,3
C0443246,C0243111,left-sided,apparatus,modify,3
C0442739,C0009450,unchanged,infection,modify,3
C0020303,C0543467,hydropneumothorax,surgery,suggestive_of,3
C0020725,C0810633,icd,pacemaker,located_at,3
C0032790,C0032320,postoperative,pneumoperitoneum,modify,3
C1522010,C0003842,lobar,artery,modify,3
cavitary,C0032285,cavitary,pneumonia,modify,6
C2986473,C2745888,metallic,markers,modify,3
C0085590,C0325079,catheter,fossa,located_at,3
C0021102,C0450104,placement,orogastric,located_at,3
